id,name,color,rarity,type,target,cost,overall_coverage_status,mechanism_categories,covered_categories,partial_categories,gap_categories,keywords,semanticTags,semanticSignals,internal_source_profile,description,upgrade_descriptions,coverage_notes
CARD.TAG_TEAM,双打组合,colorless,Uncommon,Attack,AnyEnemy,2,gap,damage|effect_profile_granularity_gap|global_rule_power|multi_hit_or_aoe|next_card_modifier,damage|multi_hit_or_aoe,global_rule_power|next_card_modifier,effect_profile_granularity_gap,,damage,"{""damage"": 11}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""tag_team"", ""class_name"": ""TagTeam"", ""commands"": [""Apply"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [""TagTeamPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/TagTeam.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成11点伤害。
其他玩家的下一张攻击牌将在该名敌人身上额外生效一次。","[{""upgrade"": 1, ""description"": ""造成15点伤害。\n其他玩家的下一张攻击牌将在该名敌人身上额外生效一次。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 15}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || next_card_modifier: FreeAttackPower、Replay、EnergyCost 等内部 ID 可定位；下一张攻击/重放/免费等仍需要跨动作 memory 与 next-action effect profile。
CARD.THRUMMING_HATCHET,无休手斧,colorless,Uncommon,Attack,AnyEnemy,1,gap,damage|effect_profile_granularity_gap|pile_fetch_reorder|turn_or_delayed_rule,damage,pile_fetch_reorder|turn_or_delayed_rule,effect_profile_granularity_gap,,damage,"{""damage"": 11}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""thrumming_hatchet"", ""class_name"": ""ThrummingHatchet"", ""commands"": [""Add"", ""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/ThrummingHatchet.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","造成11点伤害。
在你的下个回合开始时，将此卡返回你的手牌。","[{""upgrade"": 1, ""description"": ""造成14点伤害。\n在你的下个回合开始时，将此卡返回你的手牌。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 14}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.ULTIMATE_STRIKE,究极打击,colorless,Uncommon,Attack,AnyEnemy,1,covered,damage,damage,,,,damage,"{""damage"": 14}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""ultimate_strike"", ""class_name"": ""UltimateStrike"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/UltimateStrike.cs"", ""tags"": [""attack"", ""damage"", ""single_target"", ""strike_tag"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",造成14点伤害。,"[{""upgrade"": 1, ""description"": ""造成20点伤害。"", ""semanticTags"": [""damage""], ""semanticSignals"": {""damage"": 20}}]",
CARD.VOLLEY,连射,colorless,Uncommon,Attack,RandomEnemy,X,partial,damage|multi_hit_or_aoe|random_or_choose|x_cost,damage|multi_hit_or_aoe|x_cost,random_or_choose,,,cost_x|damage|hits_x|multi_hit|random,"{""damage"": 10}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""volley"", ""class_name"": ""Volley"", ""commands"": [""Attack""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DamageVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Volley.cs"", ""tags"": [""attack"", ""damage"", ""multi_hit"", ""random_target"", ""uncommon"", ""x_cost""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",随机对敌人造成10点伤害X次。,"[{""upgrade"": 1, ""description"": ""随机对敌人造成14点伤害X次。"", ""semanticTags"": [""cost_x"", ""damage"", ""hits_x"", ""multi_hit"", ""random""], ""semanticSignals"": {""damage"": 14}}]",random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。
CARD.AUTOMATION,自动化,colorless,Uncommon,Power,Self,1,gap,cost_modify|draw|effect_profile_granularity_gap|energy_gain|global_rule_power,draw|energy_gain,cost_modify|global_rule_power,effect_profile_granularity_gap,,draw|gain_energy,"{""draw"": 10, ""energyGain"": 1}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""automation"", ""class_name"": ""Automation"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""EnergyVar""], ""powers"": [""AutomationPower""], ""sets_energy_cost"": true, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Automation.cs"", ""tags"": [""energy_gen"", ""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",你每抽10张牌，获得1点能量。,"[{""upgrade"": 1, ""description"": ""你每抽10张牌，获得1点能量。"", ""semanticTags"": [""draw"", ""gain_energy""], ""semanticSignals"": {""draw"": 10, ""energyGain"": 1}}]",cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.FASTEN,勒紧,colorless,Uncommon,Power,Self,1,partial,block|global_rule_power,block,global_rule_power,,,block,"{""block"": 5}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""fasten"", ""class_name"": ""Fasten"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar""], ""powers"": [""FastenPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Fasten.cs"", ""tags"": [""defend_tag"", ""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",从“防御”牌中额外获得5点格挡。,"[{""upgrade"": 1, ""description"": ""从“防御”牌中额外获得7点格挡。"", ""semanticTags"": [""block""], ""semanticSignals"": {""block"": 7}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.PANACHE,神气制胜,colorless,Uncommon,Power,Self,0,partial,damage|global_rule_power|multi_hit_or_aoe|turn_or_delayed_rule,damage|multi_hit_or_aoe,global_rule_power|turn_or_delayed_rule,,,aoe|aoe_damage,"{""damage"": 10}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""panache"", ""class_name"": ""Panache"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar""], ""powers"": [""PanachePower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Panache.cs"", ""tags"": [""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",每当你在一回合内打出五张牌时，对所有敌人造成10点伤害。,"[{""upgrade"": 1, ""description"": ""每当你在一回合内打出五张牌时，对所有敌人造成14点伤害。"", ""semanticTags"": [""aoe"", ""aoe_damage""], ""semanticSignals"": {""damage"": 14}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.PREP_TIME,准备时间,colorless,Uncommon,Power,Self,1,partial,global_rule_power|turn_or_delayed_rule,,global_rule_power|turn_or_delayed_rule,,,,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""prep_time"", ""class_name"": ""PrepTime"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""PowerVar""], ""powers"": [""PrepTimePower"", ""VigorPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/PrepTime.cs"", ""tags"": [""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",在你的回合开始时，获得4点活力。,"[{""upgrade"": 1, ""description"": ""在你的回合开始时，获得6点活力。"", ""semanticTags"": [], ""semanticSignals"": {}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.PROWESS,非凡技艺,colorless,Uncommon,Power,Self,1,partial,buff_stats|global_rule_power,buff_stats,global_rule_power,,,gain_dexterity|gain_strength,"{""dexterityGain"": 1, ""strengthGain"": 1}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""prowess"", ""class_name"": ""Prowess"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar"", ""PowerVar""], ""powers"": [""DexterityPower"", ""StrengthPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Prowess.cs"", ""tags"": [""block_scaling"", ""dexterity"", ""power"", ""self_target"", ""strength"", ""strength_scaling"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","获得1点力量。
获得1点敏捷。","[{""upgrade"": 1, ""description"": ""获得2点力量。\n获得2点敏捷。"", ""semanticTags"": [""gain_dexterity"", ""gain_strength""], ""semanticSignals"": {""dexterityGain"": 2, ""strengthGain"": 2}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。
CARD.STRATAGEM,计策,colorless,Uncommon,Power,Self,1,gap,add_or_generate_card|cost_modify|draw|effect_profile_granularity_gap|global_rule_power|pile_fetch_reorder|random_or_choose|turn_or_delayed_rule|whole_hand_state,draw,add_or_generate_card|cost_modify|global_rule_power|pile_fetch_reorder|random_or_choose|turn_or_delayed_rule|whole_hand_state,effect_profile_granularity_gap,,add_to_hand,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""stratagem"", ""class_name"": ""Stratagem"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [""StratagemPower""], ""sets_energy_cost"": true, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Stratagem.cs"", ""tags"": [""power"", ""self_target"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",每当你的抽牌堆打乱洗牌时，选择一张牌放入你的手牌。,"[{""upgrade"": 1, ""description"": ""每当你的抽牌堆打乱洗牌时，选择一张牌放入你的手牌。"", ""semanticTags"": [""add_to_hand""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.BELIEVE_IN_YOU,相信着你,colorless,Uncommon,Skill,AnyAlly,0,covered,energy_gain,energy_gain,,,,gain_energy,"{""energyGain"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""believe_in_you"", ""class_name"": ""BelieveInYou"", ""commands"": [""GainEnergy""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""EnergyVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/BelieveInYou.cs"", ""tags"": [""energy_gen"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",另一名玩家获得2点能量。,"[{""upgrade"": 1, ""description"": ""另一名玩家获得3点能量。"", ""semanticTags"": [""gain_energy""], ""semanticSignals"": {""energyGain"": 3}}]",
CARD.CATASTROPHE,横祸,colorless,Uncommon,Skill,Self,2,gap,draw|effect_profile_granularity_gap|pile_fetch_reorder|play_top_or_autoplay|random_or_choose,draw,pile_fetch_reorder|play_top_or_autoplay|random_or_choose,effect_profile_granularity_gap,,random,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""catastrophe"", ""class_name"": ""Catastrophe"", ""commands"": [""AutoPlay""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Catastrophe.cs"", ""tags"": [""draw"", ""self_target"", ""skill"", ""uncommon"", ""unplayable""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": true, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",从你的抽牌堆中随机打出2张牌。,"[{""upgrade"": 1, ""description"": ""从你的抽牌堆中随机打出3张牌。"", ""semanticTags"": [""random""], ""semanticSignals"": {}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || pile_fetch_reorder: 抽牌堆/弃牌堆/牌堆顶部信息可被注意力看到，也能从 PileType/CardPileCmd 内部调用定位；动作的 pile transition 仍不够结构化。 || play_top_or_autoplay: 破灭/倾泻/自动打出类可见，但缺打出目标、消耗去向、连锁结果的 typed lookahead。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。
CARD.COORDINATE,协同配合,colorless,Uncommon,Skill,AnyAlly,1,partial,buff_stats|global_rule_power|turn_or_delayed_rule,buff_stats,global_rule_power|turn_or_delayed_rule,,,,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""coordinate"", ""class_name"": ""Coordinate"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""PowerVar""], ""powers"": [""CoordinatePower"", ""StrengthPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Coordinate.cs"", ""tags"": [""skill"", ""strength"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",在本回合给予其他玩家5点力量。,"[{""upgrade"": 1, ""description"": ""在本回合给予其他玩家8点力量。"", ""semanticTags"": [], ""semanticSignals"": {}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.DARK_SHACKLES,黑暗镣铐,colorless,Uncommon,Skill,AnyEnemy,0,partial,buff_stats|exhaust_self|global_rule_power|hp_or_self_cost|turn_or_delayed_rule,buff_stats|exhaust_self|hp_or_self_cost,global_rule_power|turn_or_delayed_rule,,Exhaust,exhaust_self,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""dark_shackles"", ""class_name"": ""DarkShackles"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""DynamicVar""], ""powers"": [""DarkShacklesPower"", ""StrengthPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/DarkShackles.cs"", ""tags"": [""exhaust"", ""single_target"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","使一名敌人在本回合失去9点力量。
消耗。","[{""upgrade"": 1, ""description"": ""使一名敌人在本回合失去15点力量。\n消耗。"", ""semanticTags"": [""exhaust_self""], ""semanticSignals"": {}}]",global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。
CARD.DISCOVERY,发现,colorless,Uncommon,Skill,Self,1,gap,add_or_generate_card|cost_modify|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self|random_or_choose|turn_or_delayed_rule|whole_hand_state,exhaust_self,add_or_generate_card|cost_modify|exhaust_other_or_hand|random_or_choose|turn_or_delayed_rule|whole_hand_state,effect_profile_granularity_gap,Exhaust,add_to_hand|exhaust_self|random,{},"{""adds_keyword_or_modifier"": false, ""catalog_id"": ""discovery"", ""class_name"": ""Discovery"", ""commands"": [""AddGeneratedCardToCombat""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Discovery.cs"", ""tags"": [""exhaust"", ""self_target"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","从3张随机牌中选择1张加入你的手牌。这张牌在本回合可以免费打出。
消耗。","[{""upgrade"": 1, ""description"": ""从3张随机牌中选择1张加入你的手牌。这张牌在本回合可以免费打出。"", ""semanticTags"": [""add_to_hand"", ""random""], ""semanticSignals"": {}}]",add_or_generate_card: 生成牌/加手牌可由 AddGeneratedCardToCombat 等内部命令定位，但生成池、费用和本回合免费等还需要更强 typed profile。 || cost_modify: EnergyCost.Set*/FreeAttackPower/CorruptionPower 等内部 ID 可定位；仍需目标范围、持续时间、后续可打价值 typed 化。 || effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。 || random_or_choose: 随机/三选一结果不是确定 transition；模型能看到但缺分布式结果 profile。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.EQUILIBRIUM,均衡,colorless,Uncommon,Skill,Self,2,gap,block|effect_profile_granularity_gap|global_rule_power|retain|turn_or_delayed_rule|whole_hand_state,block|retain,global_rule_power|turn_or_delayed_rule|whole_hand_state,effect_profile_granularity_gap,,block|retain,"{""block"": 13}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""equilibrium"", ""class_name"": ""Equilibrium"", ""commands"": [""Apply""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""BlockVar"", ""DynamicVar""], ""powers"": [""RetainHandPower""], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Equilibrium.cs"", ""tags"": [""block"", ""retain"", ""self_target"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","获得13点格挡。
在本回合保留你的手牌。","[{""upgrade"": 1, ""description"": ""获得16点格挡。\n在本回合保留你的手牌。"", ""semanticTags"": [""block"", ""retain""], ""semanticSignals"": {""block"": 16}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || global_rule_power: 腐化/黑暗之拥/怀旧等会改写未来规则；可见但最好变成 rule-transition token。 || turn_or_delayed_rule: 本回合/下回合/每当/回合开始类规则可见但还不是统一 temporal rule token。 || whole_hand_state: 可从 PileType.Hand + Upgrade/Transform/Exhaust/EnergyCost 等内部访问定位；仍需显式 hand-state transition。
CARD.FINESSE,妙计,colorless,Uncommon,Skill,Self,0,covered,block|draw,block|draw,,,,block|draw,"{""block"": 4, ""draw"": 1}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""finesse"", ""class_name"": ""Finesse"", ""commands"": [""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""BlockVar"", ""CardsVar"", ""DynamicVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Finesse.cs"", ""tags"": [""block"", ""draw"", ""self_target"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","获得4点格挡。
抽1张牌。","[{""upgrade"": 1, ""description"": ""获得7点格挡。\n抽1张牌。"", ""semanticTags"": [""block"", ""draw""], ""semanticSignals"": {""block"": 7, ""draw"": 1}}]",
CARD.HUDDLE_UP,抱团,colorless,Uncommon,Skill,AllAllies,1,gap,draw|effect_profile_granularity_gap|exhaust_other_or_hand|exhaust_self,draw|exhaust_self,exhaust_other_or_hand,effect_profile_granularity_gap,Exhaust,draw|exhaust_self,"{""draw"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""huddle_up"", ""class_name"": ""HuddleUp"", ""commands"": [""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/HuddleUp.cs"", ""tags"": [""draw"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": false, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}","所有玩家抽2张牌。
消耗。","[{""upgrade"": 1, ""description"": ""所有玩家抽3张牌。\n消耗。"", ""semanticTags"": [""draw"", ""exhaust_self""], ""semanticSignals"": {""draw"": 3}}]",effect_profile_granularity_gap: 已有 upgrade_card/exhaust_other/transform_card/AddGeneratedCardToCombat 等粗粒度内部 ID，但缺 zone/scope/filter/duration/destination/modifier/count 参数；不能靠描述文本正则补主路径。 || exhaust_other_or_hand: CardCmd.Exhaust 内部命令可定位；但选择目标/全手牌/随机目标需要 typed hand transition。
CARD.IMPATIENCE,急躁,colorless,Uncommon,Skill,Self,0,covered,draw,draw,,,,draw,"{""draw"": 2}","{""adds_keyword_or_modifier"": false, ""catalog_id"": ""impatience"", ""class_name"": ""Impatience"", ""commands"": [""Draw""], ""creates_clone"": false, ""creates_specific_card"": false, ""dynamic_vars"": [""CardsVar""], ""powers"": [], ""sets_energy_cost"": false, ""sets_replay"": false, ""source_available"": true, ""source_path"": ""src/Core/Models/Cards/Impatience.cs"", ""tags"": [""draw"", ""self_target"", ""skill"", ""uncommon""], ""uses_card_select_from_hand"": false, ""uses_discard_pile"": false, ""uses_draw_pile"": false, ""uses_exhaust_pile"": false, ""uses_hand_pile"": true, ""uses_top_of_pile"": false, ""uses_upgrade_select_from_hand"": false}",如果你的手牌中没有攻击牌，抽2张牌。,"[{""upgrade"": 1, ""description"": ""如果你的手牌中没有攻击牌，抽3张牌。"", ""semanticTags"": [""draw""], ""semanticSignals"": {""draw"": 3}}]",
